City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Mbaiki,CF,2022-11-14 00:24:59,3.8678,17.9892,69.39,87,41,0.58
293,Vao,NC,2022-11-14 00:24:59,-22.6667,167.4833,74.07,80,46,14.65
294,Bailen,ES,2022-11-14 00:25:00,38.0964,-3.7779,63.39,64,80,2.86
295,Gumdag,TM,2022-11-14 00:25:00,39.2061,54.5906,52.2,89,35,8.01
296,Key Largo,US,2022-11-14 00:25:01,25.0865,-80.4473,79.0,70,24,4.65
297,Bandundu,CD,2022-11-14 00:25:01,-3.3167,17.3667,70.56,98,100,3.02
298,Lincoln,US,2022-11-14 00:23:29,40.8,-96.667,37.31,54,75,10.36
299,Kyabe,TD,2022-11-14 00:25:02,9.4515,18.9449,76.24,32,24,4.9
300,Lichinga,MZ,2022-11-14 00:25:03,-13.3128,35.2406,68.09,56,0,8.05
301,Bandipur,NP,2022-11-14 00:25:03,27.9333,84.4167,48.22,79,5,2.71
302,Mbigou,GA,2022-11-14 00:25:04,-1.9005,11.906,67.93,99,100,1.19
303,Dunedin,NZ,2022-11-14 00:25:04,-45.8742,170.5036,55.8,75,99,10.0
304,Roebourne,AU,2022-11-14 00:25:05,-20.7833,117.1333,80.38,52,0,10.78
305,Kushiro,JP,2022-11-14 00:25:05,42.975,144.3747,40.15,70,75,14.97
306,Ambilobe,MG,2022-11-14 00:25:06,-13.2,49.05,72.0,85,7,3.58
307,Nyurba,RU,2022-11-14 00:25:06,63.2842,118.3319,-27.24,99,63,3.69
308,Lazaro Cardenas,MX,2022-11-14 00:25:07,17.9583,-102.2,79.61,81,36,3.13
309,Kamaishi,JP,2022-11-14 00:25:07,39.2667,141.8833,50.02,55,10,9.17
310,Sitka,US,2022-11-14 00:25:08,57.0531,-135.33,49.89,76,100,10.36
311,Santa Cruz De Tenerife,ES,2022-11-14 00:25:09,28.4682,-16.2546,77.45,64,0,5.75
312,Baherden,TM,2022-11-14 00:25:09,38.4362,57.4316,53.02,49,37,2.8
313,Bo Phloi,TH,2022-11-14 00:25:11,14.3236,99.5161,74.39,90,99,5.55
314,Huilong,CN,2022-11-14 00:25:11,31.8111,121.655,52.93,70,87,10.65
315,Tiksi,RU,2022-11-14 00:21:39,71.6872,128.8694,-9.09,98,100,8.57
316,Mackenzie,CA,2022-11-14 00:25:12,55.2999,-123.1698,30.42,80,75,6.91
317,Boende,CD,2022-11-14 00:25:13,-0.2167,20.8667,69.22,91,100,1.03
318,Kaihua,CN,2022-11-14 00:25:13,23.3687,104.28,59.56,93,92,4.12
319,Bulgan,MN,2022-11-14 00:24:04,48.8125,103.5347,15.84,77,4,5.03
320,Berbera,SO,2022-11-14 00:25:14,10.4396,45.0143,78.46,67,0,3.38
321,Namatanai,PG,2022-11-14 00:25:15,-3.6667,152.4333,85.93,62,100,10.83
322,Te Anau,NZ,2022-11-14 00:26:15,-45.4167,167.7167,68.32,51,38,5.35
323,Arbuzynka,UA,2022-11-14 00:26:16,47.9097,31.3196,42.49,93,51,7.36
324,Tautira,PF,2022-11-14 00:26:16,-17.7333,-149.15,74.66,86,100,8.75
325,Mildura,AU,2022-11-14 00:24:11,-34.2,142.15,64.08,78,93,22.35
326,Mnogovershinnyy,RU,2022-11-14 00:26:17,53.9353,139.9242,13.59,80,27,2.84
327,Kalaleh,IR,2022-11-14 00:26:18,37.3807,55.4916,46.0,81,0,0.0
328,Teya,RU,2022-11-14 00:26:18,60.3778,92.6267,17.28,97,100,1.68
329,Ilulissat,GL,2022-11-14 00:26:19,69.2167,-51.1,33.82,69,78,8.05
330,Tahta,EG,2022-11-14 00:26:20,26.7693,31.5021,65.03,50,0,7.2
331,Ust-Ilimsk,RU,2022-11-14 00:26:20,58.0006,102.6619,29.5,97,100,6.85
332,Kambove,CD,2022-11-14 00:26:21,-10.8764,26.5969,59.32,97,83,0.58
333,Krasnyy Chikoy,RU,2022-11-14 00:26:21,50.3643,108.7512,0.7,98,45,1.63
334,Mindelo,CV,2022-11-14 00:26:22,16.8901,-24.9804,74.75,64,40,20.71
335,Nushki,PK,2022-11-14 00:26:22,29.5542,66.0215,56.95,69,83,5.48
336,Sobolevo,RU,2022-11-14 00:26:23,54.4299,31.8996,40.57,69,99,10.54
337,Mirwah,YE,2022-11-14 00:26:23,13.9228,43.9176,65.91,68,2,2.15
338,Baker City,US,2022-11-14 00:24:58,44.7749,-117.8344,36.59,60,0,14.97
339,Kysyl-Syr,RU,2022-11-14 00:26:24,63.8986,122.7617,-22.32,99,98,4.23
340,Fiumicino,IT,2022-11-14 00:26:25,41.7675,12.2291,59.11,73,40,9.22
341,Deloraine,AU,2022-11-14 00:26:25,-41.5333,146.6667,56.89,15,100,3.47
342,Hasaki,JP,2022-11-14 00:26:25,35.7333,140.8333,61.2,58,77,28.07
343,Caravelas,BR,2022-11-14 00:26:26,-17.7125,-39.2481,76.23,87,95,10.04
344,Nome,US,2022-11-14 00:24:11,64.5011,-165.4064,21.27,63,0,3.44
345,Ternate,ID,2022-11-14 00:26:27,0.8,127.4,83.01,76,85,3.11
346,Ulladulla,AU,2022-11-14 00:26:28,-35.35,150.4667,74.3,44,27,14.67
347,Sinnamary,GF,2022-11-14 00:26:28,5.3833,-52.95,78.17,87,85,11.21
348,Matamoros,MX,2022-11-14 00:26:28,25.5333,-103.25,73.51,34,0,5.75
349,Arman,RU,2022-11-14 00:21:32,59.7,150.1667,7.92,95,95,8.21
350,Lichtenfels,DE,2022-11-14 00:26:29,50.1457,11.0593,43.74,83,0,1.01
351,Maldonado,UY,2022-11-14 00:26:29,-34.6667,-54.9167,67.39,97,100,7.96
352,Susanville,US,2022-11-14 00:26:30,40.4163,-120.653,39.04,58,0,4.61
353,Pendra,IN,2022-11-14 00:26:30,22.7667,81.95,53.46,60,0,2.06
354,Buala,SB,2022-11-14 00:26:31,-8.145,159.5921,85.42,62,93,4.14
355,Channel-Port Aux Basques,CA,2022-11-14 00:26:31,47.5702,-59.1367,41.85,83,100,17.2
356,Mercedes,AR,2022-11-14 00:26:31,-34.6515,-59.4307,65.64,97,100,13.89
357,Nagua,DO,2022-11-14 00:26:32,19.3832,-69.8474,76.96,86,67,6.11
358,Bambanglipuro,ID,2022-11-14 00:26:32,-7.95,110.2833,78.08,87,100,2.17
359,Jawhar,SO,2022-11-14 00:26:33,2.7809,45.5005,74.71,88,30,6.53
360,Anloga,GH,2022-11-14 00:26:33,5.7947,0.8973,80.35,79,65,5.01
361,Dali,CN,2022-11-14 00:26:33,25.7,100.1833,46.18,84,5,2.08
362,Shingu,JP,2022-11-14 00:26:34,33.7333,135.9833,59.63,63,1,6.62
363,Gorontalo,ID,2022-11-14 00:26:34,0.5412,123.0595,83.23,76,64,1.07
364,Bogashevo,RU,2022-11-14 00:26:35,56.3683,85.1447,31.84,100,75,13.42
365,Opuwo,NA,2022-11-14 00:26:35,-18.0607,13.84,62.11,36,2,2.24
366,Kupang,ID,2022-11-14 00:26:18,-10.1667,123.5833,83.75,74,97,4.45
367,Ahuimanu,US,2022-11-14 00:27:36,21.4447,-157.8378,83.91,64,40,19.57
368,Kirakira,SB,2022-11-14 00:24:06,-10.4544,161.9205,84.96,65,96,6.69
369,Jaguarao,BR,2022-11-14 00:27:37,-32.5661,-53.3758,66.94,97,100,6.4
370,Galveston,US,2022-11-14 00:27:37,29.3669,-94.9669,55.0,68,40,4.61
371,Lumby,CA,2022-11-14 00:27:37,50.2498,-118.969,32.18,85,91,2.3
372,Umm Lajj,SA,2022-11-14 00:27:38,25.0213,37.2685,78.48,57,0,8.37
373,Wagar,SD,2022-11-14 00:27:38,16.1525,36.2032,78.12,60,0,10.76
374,Tsimlyansk,RU,2022-11-14 00:27:39,47.6461,42.1019,45.41,64,91,17.45
375,Rio Brilhante,BR,2022-11-14 00:27:39,-21.8019,-54.5464,79.34,62,59,3.24
376,Ugoofaaru,MV,2022-11-14 00:27:40,5.6667,73.0,81.05,73,63,5.06
377,Asau,RO,2022-11-14 00:27:40,46.4333,26.4,42.28,74,5,2.06
378,Ketchikan,US,2022-11-14 00:27:40,55.3422,-131.6461,46.87,93,100,9.22
379,Galesong,ID,2022-11-14 00:27:41,-5.3166,119.3661,80.62,71,100,4.09
380,Sechura,PE,2022-11-14 00:27:41,-5.5569,-80.8222,64.98,75,51,16.37
381,Manaure,CO,2022-11-14 00:27:42,11.7751,-72.4445,80.56,80,100,3.18
382,Necochea,AR,2022-11-14 00:27:42,-38.5473,-58.7368,60.28,98,100,8.68
383,Nabire,ID,2022-11-14 00:27:43,-3.3667,135.4833,77.45,91,100,2.1
384,Saryg-Sep,RU,2022-11-14 00:27:43,51.5,95.6,19.09,95,100,1.68
385,Toowoomba,AU,2022-11-14 00:27:43,-27.55,151.9667,74.25,66,96,1.99
386,Verkhnevilyuysk,RU,2022-11-14 00:27:44,63.4453,120.3167,-24.07,99,90,4.81
387,Ruteng,ID,2022-11-14 00:27:44,-8.6136,120.4721,70.18,79,100,1.7
388,Urumqi,CN,2022-11-14 00:27:45,43.801,87.6005,27.55,93,1,2.24
389,Palauig,PH,2022-11-14 00:27:45,15.435,119.9045,83.64,71,70,3.27
390,Bathsheba,BB,2022-11-14 00:27:46,13.2167,-59.5167,79.41,89,40,18.41
391,Deputatskiy,RU,2022-11-14 00:27:46,69.3,139.9,-23.57,97,100,4.43
392,Jatai,BR,2022-11-14 00:27:47,-17.8814,-51.7144,75.83,54,64,3.87
393,Khudumelapye,BW,2022-11-14 00:27:47,-23.8833,24.75,67.98,65,25,4.52
394,Laguna,US,2022-11-14 00:27:48,38.421,-121.4238,63.05,36,0,9.22
395,Hofn,IS,2022-11-14 00:27:48,64.2539,-15.2082,47.93,96,100,18.21
396,Trzcianka,PL,2022-11-14 00:27:49,53.0406,16.4563,42.55,87,81,9.6
397,Warwick,US,2022-11-14 00:26:32,41.7001,-71.4162,47.44,72,20,13.8
398,Corowa,AU,2022-11-14 00:27:50,-36.0333,146.3833,64.42,75,28,16.35
399,Peace River,CA,2022-11-14 00:24:25,56.2501,-117.286,39.51,60,75,13.8
400,San Jose,US,2022-11-14 00:27:43,37.3394,-121.895,62.78,43,20,17.9
401,Adet,ET,2022-11-14 00:27:50,11.2644,37.4888,55.18,84,24,3.33
402,Jiangkou,CN,2022-11-14 00:27:51,25.4872,119.1986,67.75,81,83,12.15
403,Bealanana,MG,2022-11-14 00:27:51,-14.55,48.7333,58.39,91,16,2.3
404,Tyrma,RU,2022-11-14 00:27:52,50.0833,132.1667,13.51,82,86,0.34
405,Palu,ID,2022-11-14 00:27:52,-0.8917,119.8707,81.99,83,100,0.87
406,Yumen,CN,2022-11-14 00:27:52,40.2833,97.2,27.3,47,0,5.53
407,Tomakivka,UA,2022-11-14 00:27:53,47.8157,34.7414,43.65,90,82,8.12
408,Chuy,UY,2022-11-14 00:27:53,-33.6971,-53.4616,66.49,98,100,9.46
409,Johnson City,US,2022-11-14 00:27:54,36.3134,-82.3535,34.97,72,100,4.61
410,Mookane,BW,2022-11-14 00:27:54,-23.688,26.6595,71.56,62,57,2.62
411,Teknaf,BD,2022-11-14 00:27:55,20.8624,92.3058,67.6,80,0,5.99
412,Vilyuysk,RU,2022-11-14 00:27:55,63.7553,121.6247,-20.58,99,100,5.17
413,Broken Hill,AU,2022-11-14 00:28:55,-31.95,141.4333,62.38,60,89,26.62
414,Tecpan,GT,2022-11-14 00:28:56,14.7623,-90.9947,54.9,93,56,5.39
415,Carbonia,IT,2022-11-14 00:28:56,39.1672,8.5222,52.75,65,98,2.86
416,Rio Gallegos,AR,2022-11-14 00:25:34,-51.6226,-69.2181,60.85,51,40,17.27
417,Parana,AR,2022-11-14 00:28:57,-31.732,-60.5238,66.56,84,50,12.66
418,Harsewinkel,DE,2022-11-14 00:28:57,51.9667,8.2333,41.18,68,16,7.27
419,Svetlogorsk,BY,2022-11-14 00:28:58,52.6333,29.7333,37.6,94,27,6.17
420,Eureka,US,2022-11-14 00:24:38,40.8021,-124.1637,55.18,84,11,4.63
421,Beloha,MG,2022-11-14 00:28:58,-25.1667,45.05,71.46,77,0,10.63
422,Oriximina,BR,2022-11-14 00:29:00,-1.7656,-55.8661,80.29,75,95,3.76
423,Aksarka,RU,2022-11-14 00:29:00,66.5606,67.7975,-0.85,90,100,8.5
424,Taoudenni,ML,2022-11-14 00:29:01,22.6783,-3.9836,75.6,17,36,11.68
425,Simpang,ID,2022-11-14 00:29:01,-1.2667,104.0833,74.97,97,100,2.42
426,Ushtobe,KZ,2022-11-14 00:29:02,45.2514,77.9838,38.08,33,51,4.7
427,Banikoara,BJ,2022-11-14 00:29:02,11.2985,2.4386,75.27,30,5,4.25
428,Birjand,IR,2022-11-14 00:29:03,32.8663,59.2211,32.47,74,0,6.91
429,Vanavara,RU,2022-11-14 00:29:03,60.34,102.2797,0.27,95,100,11.21
430,Barra Patuca,HN,2022-11-14 00:29:04,15.8,-84.2833,78.04,83,57,9.62
431,San Fernando,PH,2022-11-14 00:29:04,15.0286,120.6898,85.73,74,78,9.35
432,San Policarpo,PH,2022-11-14 00:29:05,12.1791,125.5072,82.9,81,84,12.24
433,Sidi Ali,DZ,2022-11-14 00:29:05,36.0998,0.4206,62.4,88,1,9.37
434,Ozinki,RU,2022-11-14 00:24:11,51.1786,49.6769,37.81,72,89,21.83
435,Alta Floresta,BR,2022-11-14 00:29:06,-9.8756,-56.0861,80.28,61,95,5.46
436,Fallon,US,2022-11-14 00:29:07,39.4735,-118.7774,40.44,56,0,9.22
437,Iranshahr,IR,2022-11-14 00:29:07,27.2025,60.6848,64.74,42,0,4.61
438,San Quintin,MX,2022-11-14 00:29:07,30.4833,-115.95,61.47,62,0,14.41
439,Sao Felix Do Xingu,BR,2022-11-14 00:29:08,-6.6447,-51.995,79.16,65,74,1.34
440,Kokstad,ZA,2022-11-14 00:29:08,-30.5472,29.4241,48.63,95,88,2.48
441,Emerald,AU,2022-11-14 00:29:09,-23.5333,148.1667,81.34,56,85,7.02
442,Hami,CN,2022-11-14 00:29:09,42.8,93.45,31.32,50,7,1.36
443,Husasau De Tinca,RO,2022-11-14 00:29:10,46.8167,21.9167,39.22,69,11,2.84
444,Biu,NG,2022-11-14 00:29:10,10.6129,12.1946,68.88,28,28,7.83
445,Harij,IN,2022-11-14 00:29:11,23.7,71.9,68.16,39,0,6.91
446,Varna,BG,2022-11-14 00:29:11,43.2167,27.9167,47.88,100,100,1.14
447,Cubara,CO,2022-11-14 00:29:12,7.0008,-72.1085,72.59,97,95,2.91
448,Saldanha,ZA,2022-11-14 00:27:18,-33.0117,17.9442,55.45,84,18,13.04
449,Cassilandia,BR,2022-11-14 00:29:12,-19.1133,-51.7342,80.53,51,98,3.29
450,Mangai,CD,2022-11-14 00:29:13,-4.05,19.5333,68.61,98,89,2.08
451,Polson,US,2022-11-14 00:29:13,47.6936,-114.1632,25.77,72,91,2.53
452,Gafanha Da Encarnacao,PT,2022-11-14 00:29:13,40.6181,-8.733,60.06,93,99,12.73
453,Rundu,NA,2022-11-14 00:29:14,-17.9333,19.7667,71.85,53,4,1.36
454,Seoul,KR,2022-11-14 00:25:53,37.5683,126.9778,51.4,85,75,3.44
455,Zalantun,CN,2022-11-14 00:29:15,48.0,122.7167,23.61,55,33,5.26
456,Meulaboh,ID,2022-11-14 00:29:15,4.1363,96.1285,74.26,93,100,2.39
457,Talnakh,RU,2022-11-14 00:29:16,69.4865,88.3972,-23.69,82,50,3.65
458,Sao Jose Da Coroa Grande,BR,2022-11-14 00:29:16,-8.8978,-35.1478,77.07,85,38,5.66
459,Svetlaya,RU,2022-11-14 00:29:17,46.5389,138.3297,28.22,66,3,6.26
460,Bilma,NE,2022-11-14 00:29:17,18.6853,12.9164,67.69,24,0,8.55
461,Terrenate,MX,2022-11-14 00:30:17,19.4833,-97.9167,56.7,68,70,0.56
462,Benguela,AO,2022-11-14 00:30:18,-12.5763,13.4055,72.34,71,5,1.74
463,Mansa,IN,2022-11-14 00:30:19,29.9833,75.3833,65.71,26,88,5.91
464,Jiangyou,CN,2022-11-14 00:30:19,31.7667,104.7167,52.43,79,10,0.83
465,Malkapur,IN,2022-11-14 00:30:20,20.8833,76.2,63.73,64,4,6.89
466,Scharnstein,AT,2022-11-14 00:30:20,47.9044,13.9601,43.83,89,4,9.44
467,Gberia Fotombu,SL,2022-11-14 00:30:21,9.8833,-11.1667,72.52,79,89,2.15
468,Constitucion,CL,2022-11-14 00:30:22,-35.3333,-72.4167,53.46,90,2,7.23
469,Antofagasta,CL,2022-11-14 00:30:22,-23.65,-70.4,61.88,70,9,5.39
470,Hluti,SZ,2022-11-14 00:30:23,-27.2167,31.6167,60.84,86,44,4.52
471,Victor Harbor,AU,2022-11-14 00:30:23,-35.5667,138.6167,57.0,78,98,1.01
472,Port Lincoln,AU,2022-11-14 00:30:24,-34.7333,135.8667,58.24,63,100,18.45
473,Hamilton,US,2022-11-14 00:30:25,39.1834,-84.5333,37.72,73,100,3.44
474,Orapa,BW,2022-11-14 00:30:25,-21.2833,25.3667,72.3,67,39,7.18
475,Tucurui,BR,2022-11-14 00:26:57,-3.7661,-49.6725,76.66,90,76,3.89
476,Novouzensk,RU,2022-11-14 00:30:26,50.4592,48.1431,39.33,68,90,22.68
477,Vincennes,FR,2022-11-14 00:30:26,48.85,2.4333,45.55,97,100,6.91
478,Broome,US,2022-11-14 00:30:27,42.2506,-75.833,35.62,83,40,10.36
479,Amga,RU,2022-11-14 00:30:27,60.8953,131.9608,5.49,96,100,1.14
480,Aykhal,RU,2022-11-14 00:30:28,66.0,111.5,-27.09,100,98,5.88
481,Labuhan,ID,2022-11-14 00:30:28,-6.8844,112.2051,83.19,75,100,4.45
482,Tual,ID,2022-11-14 00:30:29,-5.6667,132.75,84.42,70,100,9.91
483,Ihosy,MG,2022-11-14 00:30:30,-22.4,46.1167,65.41,93,30,6.49
484,Agadez,NE,2022-11-14 00:30:30,19.75,10.25,62.24,23,35,10.33
485,Truth Or Consequences,US,2022-11-14 00:26:20,33.1284,-107.2528,64.63,26,0,16.11
486,Socorro,US,2022-11-14 00:26:12,31.6546,-106.3033,65.41,30,20,8.05
487,Mayo,US,2022-11-14 00:29:43,38.8876,-76.5119,46.08,55,0,10.36
488,Chone,EC,2022-11-14 00:30:31,-0.6833,-80.1,72.97,80,61,8.84
489,Jiwani,PK,2022-11-14 00:30:32,25.05,61.7417,78.39,73,0,7.58
490,Mulchen,CL,2022-11-14 00:30:32,-37.7167,-72.2333,51.24,88,4,3.13
491,Sorland,NO,2022-11-14 00:30:32,67.667,12.6934,42.66,80,2,8.68
492,Gizo,SB,2022-11-14 00:30:33,-8.103,156.8419,85.28,66,99,5.75
493,Nishihara,JP,2022-11-14 00:28:00,26.1842,127.7558,74.86,74,40,17.27
494,Celina,US,2022-11-14 00:29:36,40.5489,-84.5702,35.91,82,65,5.7
495,Alice Springs,AU,2022-11-14 00:30:34,-23.7,133.8833,72.95,28,0,17.27
496,Khartoum,SD,2022-11-14 00:26:09,15.5518,32.5324,76.01,31,7,1.01
497,Turukhansk,RU,2022-11-14 00:30:35,65.8167,87.9833,-10.17,71,9,11.45
498,Tocopilla,CL,2022-11-14 00:27:27,-22.092,-70.1979,66.56,64,16,10.13
499,Lugovoy,KZ,2022-11-14 00:30:35,42.9472,72.7644,37.06,48,0,6.06
500,Tchamba,TG,2022-11-14 00:30:36,9.0333,1.4167,77.23,68,96,1.77
501,Alpena,US,2022-11-14 00:30:37,45.0617,-83.4327,30.52,72,100,4.0
502,Maua,BR,2022-11-14 00:30:37,-23.6678,-46.4614,73.36,89,98,3.09
503,Tsabong,BW,2022-11-14 00:30:38,-26.0217,22.401,64.9,28,0,8.48
504,Tessalit,ML,2022-11-14 00:30:38,20.1986,1.0114,72.82,18,79,11.39
505,Antsohihy,MG,2022-11-14 00:30:38,-14.8796,47.9875,74.26,76,0,3.74
506,Ucluelet,CA,2022-11-14 00:30:39,48.9329,-125.5528,47.08,84,40,1.9
507,Ancud,CL,2022-11-14 00:30:39,-41.8697,-73.8203,53.15,91,100,14.74
508,Birnin Kebbi,NG,2022-11-14 00:31:40,12.4539,4.1975,74.91,22,4,9.71
509,Tezu,IN,2022-11-14 00:31:40,27.9167,96.1667,63.21,53,0,3.44
510,Shemonaikha,KZ,2022-11-14 00:31:41,50.6328,81.9056,20.95,88,100,8.1
511,Sheridan,US,2022-11-14 00:31:41,44.8333,-106.9173,25.18,74,100,8.05
512,Beidao,CN,2022-11-14 00:31:41,34.5686,105.8933,44.83,64,100,2.86
513,Bereda,ES,2022-11-14 00:31:42,43.2686,-7.5406,52.41,100,100,5.97
514,Le Port,RE,2022-11-14 00:31:42,-20.9373,55.2919,71.6,81,25,3.78
515,Bonga,ET,2022-11-14 00:31:43,7.2833,36.2333,55.9,98,67,2.24
516,Altus,US,2022-11-14 00:31:43,34.6381,-99.334,51.31,40,40,11.5
517,Vila Velha,BR,2022-11-14 00:31:43,-20.3297,-40.2925,76.95,88,40,11.5
518,Manavalakurichi,IN,2022-11-14 00:31:44,8.1333,77.3,77.2,87,100,3.6
519,Nueva Loja,EC,2022-11-14 00:31:44,0.0847,-76.8828,75.52,89,100,2.86
520,Balkanabat,TM,2022-11-14 00:31:45,39.5108,54.3671,53.46,90,54,4.52
521,Praia Da Vitoria,PT,2022-11-14 00:31:46,38.7333,-27.0667,64.76,88,40,16.6
522,Batticaloa,LK,2022-11-14 00:31:47,7.7102,81.6924,77.61,85,100,4.29
523,Forestville,US,2022-11-14 00:30:13,38.8451,-76.875,43.99,51,20,14.97
524,Ajaccio,FR,2022-11-14 00:31:47,42.0,8.9167,46.45,76,75,6.91
525,Smolenka,RU,2022-11-14 00:31:48,52.1352,113.4974,-0.06,85,30,0.0
526,Abalak,RU,2022-11-14 00:31:48,58.1286,68.5944,31.42,98,100,9.31
527,Benghazi,LY,2022-11-14 00:31:49,32.1167,20.0667,66.85,53,68,5.26
528,Finschhafen,PG,2022-11-14 00:31:49,-6.6024,147.8681,86.63,67,100,11.45
529,Koutiala,ML,2022-11-14 00:31:51,12.3917,-5.4642,79.05,53,71,6.6
530,Linqiong,CN,2022-11-14 00:31:51,30.4159,103.4609,53.42,76,61,2.1
531,Lavrentiya,RU,2022-11-14 00:31:52,65.5833,-171.0,15.15,67,0,5.32
532,Xinmin,CN,2022-11-14 00:31:53,41.9908,122.8253,34.52,56,0,10.45
533,Bijapur,IN,2022-11-14 00:30:41,16.8333,75.7,67.53,82,5,7.99
534,Rocha,UY,2022-11-14 00:31:53,-34.4833,-54.3333,65.75,98,100,5.84
535,Nautla,MX,2022-11-14 00:31:54,20.2167,-96.7833,65.61,78,100,9.1
536,Maceio,BR,2022-11-14 00:31:54,-9.6658,-35.7353,76.44,88,75,3.44
537,High Level,CA,2022-11-14 00:31:55,58.5169,-117.136,37.51,70,0,8.05
538,Charters Towers,AU,2022-11-14 00:31:55,-20.1,146.2667,88.34,40,99,2.73
539,College,US,2022-11-14 00:30:15,64.8569,-147.8028,28.38,79,100,8.05
540,Jiaocheng,CN,2022-11-14 00:31:56,24.6774,116.1389,70.84,69,99,3.09
541,Acapulco,MX,2022-11-14 00:31:57,16.8634,-99.8901,82.22,74,40,8.05
542,Erenhot,CN,2022-11-14 00:31:57,43.6475,111.9767,27.57,60,100,10.13
543,Kirovsk,UA,2022-11-14 00:31:58,48.6375,38.6428,40.44,73,6,13.04
544,Homer,US,2022-11-14 00:31:58,59.6425,-151.5483,36.03,88,100,5.75
545,Port Hedland,AU,2022-11-14 00:31:59,-20.3167,118.5667,78.85,73,40,10.36
546,Safaga,EG,2022-11-14 00:31:59,26.7292,33.9365,73.53,48,0,14.38
547,Karratha,AU,2022-11-14 00:31:59,-20.7377,116.8463,83.43,44,0,11.16
548,Yerbogachen,RU,2022-11-14 00:32:00,61.2767,108.0108,-17.03,91,100,5.86
549,Bull Savanna,JM,2022-11-14 00:32:00,17.8868,-77.5902,76.21,82,7,4.54
550,Progreso,MX,2022-11-14 00:32:01,21.2833,-89.6667,80.11,77,0,11.65
551,Oldenzaal,NL,2022-11-14 00:32:01,52.3,6.9333,41.72,93,5,5.99
552,Tres Passos,BR,2022-11-14 00:32:02,-27.4556,-53.9319,65.01,98,100,3.69
553,Kloulklubed,PW,2022-11-14 00:33:03,7.0419,134.2556,82.9,76,54,11.7
554,Port Blair,IN,2022-11-14 00:33:03,11.6667,92.75,75.24,94,40,2.3
555,Tolcsva,HU,2022-11-14 00:33:04,48.2833,21.45,40.51,86,0,2.08
556,Pyaozerskiy,RU,2022-11-14 00:33:04,65.8333,31.1667,26.56,93,15,4.16
557,Waitara,NZ,2022-11-14 00:33:05,-38.925,174.25,66.99,63,0,13.04
558,Mehamn,NO,2022-11-14 00:33:05,71.0357,27.8492,33.75,93,75,3.44
559,Honningsvag,NO,2022-11-14 00:33:06,70.9821,25.9704,33.55,86,79,3.44
560,Southampton,GB,2022-11-14 00:33:06,50.904,-1.4043,57.04,96,98,1.01
561,Fairfield,US,2022-11-14 00:32:14,41.2668,-73.3162,46.9,58,0,13.8
562,Msowero,TZ,2022-11-14 00:33:07,-6.5333,37.2,73.74,76,93,3.74
563,Katobu,ID,2022-11-14 00:33:08,-4.9408,122.5276,83.98,75,100,2.53
